Team,Year,Season,Golddiff,Side,Count,TopGold,JglGold,MidGold,BotGold,SuppGold
MSF,2017,Summer,"[0.0, -0.48, -21.33, -13.69, -1.76, 93.45, 110.45, 233.67, 272.36, 285.76, 238.26, 307.86, 458.33, 361.43, 337.57, 555.29, 511.48, 501.69, 511.81, 587.4, 504.83, 850.45, 927.12, 1358.52, 1132.95, 1342.68, 1444.81, 1585.25, 1926.44, 1904.03, 1175.73, 2263.14, 749.12, 1413.57, 2884.05, 3227.06, 3119.67, 2752.08, 1983.64, 952.62, 93.29, -386.57, -3454.67, -4977.6, -5036.8, -3400.5, -4126.5, -3345.33, -4683.0, -3622.5, -4943.5, -11749.0, -11631.0, -12007.0, -9986.0]",Both,"[42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 41, 38, 37, 36, 36, 33, 30, 28, 25, 23, 19, 18, 15, 12, 11, 8, 7, 7, 6, 5, 5, 4, 4, 3, 3, 2, 2, 1, 1, 1, 1]","[500.0, 500.48, 520.81, 836.62, 1159.36, 1510.6, 1831.81, 2153.86, 2513.79, 2843.19, 3176.79, 3562.21, 3955.76, 4297.21, 4660.98, 5043.12, 5433.19, 5856.74, 6256.43, 6629.48, 7006.5, 7405.95, 7818.38, 8196.95, 8610.71, 8984.92, 9465.3, 9860.31, 10270.58, 10728.24, 11259.3, 11739.93, 12018.28, 12480.57, 12928.89, 13311.22, 13478.8, 13546.5, 13662.36, 14349.75, 14768.14, 15333.0, 15973.83, 16473.0, 16913.4, 17326.5, 17759.5, 18352.0, 18870.67, 18063.5, 18386.0, 19580.0, 19824.0, 20124.0, 20275.0]","[500.0, 500.12, 602.86, 958.45, 1300.26, 1587.62, 1891.33, 2156.5, 2450.02, 2779.36, 3100.74, 3428.79, 3744.67, 4108.88, 4441.31, 4737.93, 5112.48, 5467.29, 5773.05, 6109.31, 6460.02, 6770.79, 7088.12, 7418.05, 7819.9, 8143.0, 8559.11, 8912.81, 9247.64, 9573.27, 9784.1, 10134.68, 10365.12, 10661.83, 10985.47, 11325.17, 11361.4, 11552.08, 11681.0, 11999.5, 12545.43, 12880.0, 13523.17, 13898.4, 14250.6, 14685.5, 15161.5, 15478.67, 15915.33, 16314.5, 16896.0, 17642.0, 17921.0, 18131.0, 18299.0]","[500.0, 500.0, 554.0, 882.1, 1231.74, 1584.52, 1913.12, 2252.12, 2654.1, 3036.38, 3412.07, 3815.1, 4223.88, 4615.26, 5036.95, 5477.76, 5937.62, 6375.02, 6857.43, 7303.26, 7769.5, 8198.07, 8651.62, 9083.74, 9579.49, 9971.05, 10544.89, 11007.97, 11455.36, 11895.91, 12131.77, 12693.18, 12882.12, 13417.57, 13463.21, 14020.89, 13939.33, 14442.75, 14590.0, 15487.38, 16158.86, 16648.86, 17431.67, 17800.6, 18291.6, 18835.25, 19327.5, 19880.33, 20394.0, 20321.0, 20866.0, 22686.0, 22962.0, 23498.0, 23695.0]","[500.0, 500.12, 526.62, 876.71, 1230.52, 1595.74, 1932.74, 2269.43, 2641.24, 3004.26, 3372.93, 3772.24, 4185.19, 4576.33, 4973.07, 5344.14, 5774.6, 6238.36, 6635.07, 7067.5, 7501.17, 7921.71, 8375.21, 8804.6, 9263.68, 9672.63, 10233.27, 10706.25, 11210.36, 11689.61, 12065.43, 12528.82, 12881.36, 13370.22, 13828.21, 14297.56, 14750.27, 14897.83, 15351.45, 16027.25, 16489.0, 17031.43, 18070.5, 18112.6, 18739.0, 19120.25, 19638.0, 20887.67, 21714.33, 22379.5, 22714.0, 23490.0, 23834.0, 24343.0, 24521.0]","[500.0, 500.0, 511.45, 701.55, 896.6, 1107.64, 1303.95, 1489.26, 1700.0, 1912.5, 2123.24, 2366.26, 2608.21, 2865.67, 3123.6, 3375.45, 3654.31, 3946.83, 4226.1, 4511.24, 4818.64, 5088.14, 5368.69, 5651.67, 5972.49, 6273.89, 6665.03, 6896.39, 7222.97, 7557.61, 7800.1, 8148.32, 8286.4, 8552.7, 8844.58, 9139.83, 9386.93, 9639.08, 9844.91, 10169.88, 10690.43, 11033.29, 11773.5, 12028.0, 12411.6, 12044.25, 12492.5, 13268.67, 13759.0, 13825.5, 14236.5, 15915.0, 16106.0, 16381.0, 16586.0]"
MSF,2017,Summer,"[0.0, 0.0, -18.25, 40.12, 25.12, 176.04, 204.5, 250.88, 360.5, 398.33, 285.75, 393.54, 660.58, 585.29, 469.25, 669.12, 728.88, 812.58, 908.0, 1123.71, 1108.71, 1384.5, 1522.38, 1929.33, 1934.46, 2127.91, 2484.65, 2749.23, 3279.18, 3694.84, 2904.41, 4922.73, 2884.75, 3655.45, 5112.78, 5728.67, 3998.29, 2037.5, -1593.0, 412.0, 1209.5, 1133.5, -9.0, -2181.5, -1282.5, -1088.5, -1684.0, 3444.0, 3476.0, 3653.0, 1970.0]",Blue,"[42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 41, 38, 37, 36, 36, 33, 30, 28, 25, 23, 19, 18, 15, 12, 11, 8, 7, 7, 6, 5, 5, 4, 4, 3, 3, 2, 2, 1, 1, 1, 1]","[500.0, 500.0, 521.62, 838.04, 1163.96, 1529.29, 1857.92, 2192.29, 2528.88, 2850.12, 3210.67, 3569.54, 3953.0, 4279.29, 4631.54, 5016.17, 5402.62, 5846.67, 6235.29, 6635.92, 6995.38, 7435.88, 7903.83, 8328.67, 8690.5, 9129.48, 9579.78, 9989.18, 10451.14, 10926.47, 11377.24, 11961.53, 12150.33, 12675.36, 13287.89, 13726.11, 13937.29, 13832.25, 13266.67, 13832.0, 14430.5, 14833.0, 15256.0, 15415.5, 15788.0, 16307.0, 16632.5, 16548.0, 16690.0, 17042.0, 17313.0]","[500.0, 500.0, 604.33, 959.96, 1287.54, 1594.21, 1894.0, 2158.79, 2453.54, 2796.42, 3091.33, 3412.12, 3699.33, 4055.83, 4362.46, 4676.04, 5028.21, 5399.62, 5719.92, 6062.83, 6408.12, 6716.54, 7032.17, 7394.62, 7773.0, 8138.83, 8573.09, 8943.73, 9304.18, 9662.32, 9930.29, 10341.87, 10500.42, 10868.73, 11381.33, 11687.11, 11890.57, 12342.25, 12407.33, 12605.0, 13130.0, 13316.0, 13733.5, 14152.0, 14591.5, 14918.5, 15296.5, 15573.0, 15902.0, 16066.0, 16388.0]","[500.0, 500.0, 552.92, 884.88, 1233.46, 1583.96, 1919.96, 2269.79, 2657.04, 3052.04, 3417.79, 3812.62, 4211.29, 4641.0, 5059.58, 5516.96, 5997.83, 6393.58, 6886.0, 7345.21, 7787.79, 8248.67, 8711.75, 9215.12, 9709.04, 10138.61, 10654.48, 11147.36, 11664.36, 12108.0, 12290.59, 13081.0, 13035.08, 13702.45, 13894.89, 14487.22, 14356.43, 15272.25, 15007.0, 15883.0, 16381.0, 16547.5, 16998.0, 17197.5, 17724.0, 18069.0, 18502.0, 18297.0, 18746.0, 19178.0, 19795.0]","[500.0, 500.0, 520.92, 863.54, 1214.38, 1603.88, 1931.58, 2279.71, 2668.58, 2998.83, 3385.71, 3773.88, 4203.0, 4575.5, 4984.29, 5372.67, 5783.79, 6234.25, 6599.08, 7034.54, 7459.25, 7901.58, 8356.96, 8859.67, 9334.5, 9773.3, 10253.57, 10763.32, 11304.59, 11788.63, 12165.06, 12685.53, 12749.25, 13347.45, 14055.11, 14577.56, 15076.86, 15039.25, 15264.33, 15285.0, 15826.5, 16277.0, 16645.0, 17042.5, 17698.5, 18146.0, 18682.0, 21006.0, 21585.0, 22148.0, 22419.0]","[500.0, 500.0, 512.92, 703.25, 888.62, 1116.0, 1296.04, 1479.12, 1685.96, 1901.58, 2089.21, 2329.12, 2571.42, 2818.17, 3078.0, 3349.21, 3629.88, 3897.5, 4163.42, 4458.08, 4738.75, 5020.21, 5311.17, 5644.17, 5963.5, 6287.48, 6640.83, 6860.73, 7217.77, 7528.37, 7809.53, 8242.8, 8136.42, 8431.45, 8909.11, 9253.11, 9484.14, 9733.0, 9767.67, 9511.0, 9873.0, 10081.0, 10385.5, 10576.5, 10914.0, 11113.5, 11429.5, 12031.0, 12275.0, 12509.0, 12849.0]"
MSF,2017,Summer,"[0.0, -1.11, -25.44, -85.44, -37.61, -16.67, -14.94, 210.72, 154.83, 135.67, 174.94, 193.61, 188.67, 62.94, 162.0, 403.5, 221.61, 87.17, -16.44, -127.67, -300.33, 138.39, 133.44, 597.44, 1.41, 138.67, -263.5, -243.86, -199.29, -526.36, -1084.85, -805.62, -1222.23, -641.5, 878.2, 725.44, 2350.88, 3109.38, 3324.88, 1132.83, -353.2, -994.6, -5177.5, -6841.67, -7539.67, -5712.5, -6569.0, -6740.0, -8762.5, -10898.0, -11857.0, -11749.0, -11631.0, -12007.0, -9986.0]",Red,"[42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 41, 38, 37, 36, 36, 33, 30, 28, 25, 23, 19, 18, 15, 12, 11, 8, 7, 7, 6, 5, 5, 4, 4, 3, 3, 2, 2, 1, 1, 1, 1]","[500.0, 501.11, 519.72, 834.72, 1153.22, 1485.67, 1797.0, 2102.61, 2493.67, 2833.94, 3131.61, 3552.44, 3959.44, 4321.11, 4700.22, 5079.06, 5473.94, 5870.17, 6284.61, 6620.89, 7021.33, 7366.06, 7704.44, 8021.33, 8498.06, 8763.27, 9277.21, 9657.79, 9986.86, 10459.21, 11105.08, 11484.23, 11896.38, 12302.0, 12605.8, 12896.33, 13077.62, 13403.62, 13810.75, 14522.33, 14903.2, 15533.0, 16332.75, 17178.0, 17663.67, 18346.0, 18886.5, 19254.0, 19961.0, 19085.0, 19459.0, 19580.0, 19824.0, 20124.0, 20275.0]","[500.0, 500.28, 600.89, 956.44, 1317.22, 1578.83, 1887.78, 2153.44, 2445.33, 2756.61, 3113.28, 3451.0, 3805.11, 4179.61, 4546.44, 4820.44, 5224.83, 5557.5, 5843.89, 6171.28, 6529.22, 6843.11, 7162.72, 7449.28, 7886.12, 8149.4, 8536.14, 8864.21, 9158.79, 9452.43, 9592.92, 9895.62, 10240.23, 10472.17, 10629.2, 10963.22, 10898.38, 11157.0, 11408.62, 11797.67, 12311.6, 12705.6, 13418.0, 13729.33, 14023.33, 14452.5, 15026.5, 15431.5, 15922.0, 16563.0, 17404.0, 17642.0, 17921.0, 18131.0, 18299.0]","[500.0, 500.0, 555.44, 878.39, 1229.44, 1585.28, 1904.0, 2228.56, 2650.17, 3015.5, 3404.44, 3818.39, 4240.67, 4580.94, 5006.78, 5425.5, 5857.33, 6350.28, 6819.33, 7247.33, 7745.11, 8130.61, 8571.44, 8908.56, 9396.59, 9714.13, 10364.86, 10788.93, 11126.93, 11608.07, 11924.08, 12245.69, 12740.92, 13156.42, 13074.7, 13554.56, 13574.38, 14028.0, 14433.62, 15355.5, 16070.0, 16689.4, 17648.5, 18202.67, 18670.0, 19601.5, 20153.0, 20672.0, 21218.0, 21464.0, 21937.0, 22686.0, 22962.0, 23498.0, 23695.0]","[500.0, 500.0, 554.0, 882.1, 1231.74, 1584.52, 1913.12, 2252.12, 2654.1, 3036.38, 3412.07, 3815.1, 4223.88, 4615.26, 5036.95, 5477.76, 5937.62, 6375.02, 6857.43, 7303.26, 7769.5, 8198.07, 8651.62, 9083.74, 9579.49, 9971.05, 10544.89, 11007.97, 11455.36, 11895.91, 12131.77, 12693.18, 12882.12, 13417.57, 13463.21, 14020.89, 13939.33, 14442.75, 14590.0, 15487.38, 16158.86, 16648.86, 17431.67, 17800.6, 18291.6, 18835.25, 19327.5, 19880.33, 20394.0, 20321.0, 20866.0, 22686.0, 22962.0, 23498.0, 23695.0]","[500.0, 500.0, 509.5, 699.28, 907.22, 1096.5, 1314.5, 1502.78, 1718.72, 1927.06, 2168.61, 2415.78, 2657.28, 2929.0, 3184.39, 3410.44, 3686.89, 4012.61, 4309.67, 4582.11, 4925.17, 5178.72, 5445.39, 5661.67, 5985.18, 6253.07, 6704.79, 6952.43, 7231.14, 7597.29, 7787.77, 8039.31, 8424.85, 8663.83, 8786.5, 9026.56, 9301.88, 9592.12, 9873.88, 10389.5, 11017.4, 11414.2, 12467.5, 12995.67, 13410.0, 12975.0, 13555.5, 13887.5, 14501.0, 15142.0, 15624.0, 15915.0, 16106.0, 16381.0, 16586.0]"
FNC,2017,Summer,"[0.0, -12.93, -3.88, 66.22, 157.51, 200.56, 289.15, 386.15, 317.24, 310.59, 405.93, 384.71, 453.0, 622.66, 688.56, 882.63, 888.0, 992.59, 1158.34, 1198.39, 1192.68, 1297.27, 1235.61, 1121.22, 562.0, 588.46, 180.89, -141.59, -360.78, -695.39, -965.17, 9.29, 782.14, 1606.33, 1219.71, 962.43, 837.8, 716.53, 756.93, 834.14, 1224.54, 2172.82, 1298.8, 421.22, 1175.62, 3078.43, 3064.75, 2083.33, 813.67, 9619.0, 9514.0, 8678.0, 7486.0, 3897.0, 2344.0, 2039.0, 1741.0, 1553.0]",Both,"[41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 39, 39, 37, 37, 36, 36, 35, 31, 29, 27, 24, 23, 20, 17, 14, 14, 13, 11, 10, 9, 8, 7, 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[500.0, 500.61, 513.24, 817.15, 1165.0, 1516.27, 1844.27, 2217.68, 2566.32, 2911.22, 3298.9, 3692.95, 4046.59, 4382.27, 4806.95, 5176.71, 5571.85, 5965.24, 6312.51, 6703.34, 7087.2, 7502.34, 7854.49, 8310.76, 8726.77, 9160.51, 9493.92, 9903.22, 10272.53, 10676.22, 11070.97, 11457.42, 11862.1, 12208.52, 12528.71, 12908.3, 13276.1, 13677.0, 14115.29, 14425.43, 14881.38, 15191.82, 15473.5, 16108.11, 16236.75, 17052.86, 16871.5, 17507.33, 17779.0, 17780.0, 18087.0, 18210.0, 18420.0, 18691.0, 18923.0, 19182.0, 19414.0, 19558.0]","[500.0, 500.61, 604.22, 964.39, 1287.85, 1594.27, 1907.9, 2188.07, 2491.34, 2818.2, 3126.37, 3452.95, 3777.8, 4087.41, 4482.15, 4860.29, 5186.95, 5506.24, 5893.56, 6212.93, 6563.56, 6897.51, 7210.56, 7561.59, 7834.92, 8201.9, 8486.7, 8832.22, 9087.08, 9446.61, 9801.37, 9993.06, 10376.79, 10804.93, 11089.33, 11421.43, 11751.35, 12262.0, 12641.43, 12998.64, 13303.85, 13528.64, 13800.7, 14340.33, 14467.38, 15047.14, 14803.25, 15598.67, 16043.67, 16482.0, 16712.0, 16881.0, 17079.0, 17396.0, 17739.0, 17992.0, 18161.0, 18357.0]","[500.0, 500.85, 557.66, 895.54, 1229.24, 1596.1, 1920.02, 2301.63, 2651.32, 3033.61, 3439.46, 3849.8, 4229.85, 4589.37, 4998.1, 5450.17, 5866.22, 6345.29, 6802.95, 7173.24, 7638.39, 8063.29, 8514.9, 8986.27, 9362.85, 9862.64, 10208.27, 10675.35, 11157.19, 11594.64, 12085.09, 12425.19, 12813.93, 13253.44, 13536.46, 13868.65, 14383.15, 14880.29, 15208.14, 15595.29, 16071.69, 16355.36, 16526.9, 17168.67, 17487.25, 18616.86, 18130.75, 18362.33, 18938.0, 18790.0, 18968.0, 19210.0, 19357.0, 19628.0, 19751.0, 20135.0, 20502.0, 20796.0]","[500.0, 509.76, 531.93, 867.49, 1232.88, 1580.61, 1910.1, 2266.1, 2642.85, 2990.15, 3402.37, 3784.49, 4187.05, 4608.88, 5136.49, 5551.78, 5989.07, 6468.05, 6937.66, 7322.54, 7816.78, 8259.0, 8750.32, 9292.39, 9635.03, 10179.33, 10623.24, 11156.59, 11629.39, 12157.33, 12741.89, 12945.55, 13484.41, 14163.85, 14583.71, 15241.26, 15910.45, 16545.76, 16891.86, 17460.21, 18141.62, 18696.82, 19320.8, 19788.56, 20370.75, 21179.86, 22340.0, 23188.33, 24229.0, 25041.0, 25706.0, 26348.0, 26937.0, 27223.0, 27809.0, 28039.0, 28306.0, 28584.0]","[500.0, 500.88, 509.73, 692.02, 897.93, 1088.39, 1267.78, 1464.17, 1672.24, 1872.07, 2108.07, 2330.68, 2567.78, 2837.56, 3126.12, 3413.02, 3673.37, 3985.71, 4304.68, 4550.68, 4843.27, 5112.61, 5389.46, 5728.17, 5946.77, 6289.08, 6579.19, 6879.49, 7144.67, 7487.14, 7843.0, 7986.81, 8363.21, 8637.85, 8961.62, 9224.91, 9431.9, 9902.47, 10091.57, 10361.57, 10714.15, 10886.0, 11187.6, 11596.56, 11985.0, 12443.29, 12356.0, 13028.67, 13453.67, 14529.0, 14726.0, 15035.0, 15268.0, 15602.0, 15933.0, 16170.0, 16446.0, 16722.0]"
FNC,2017,Summer,"[0.0, -0.86, -6.0, 61.95, 183.73, 248.09, 448.18, 632.91, 551.09, 580.45, 730.86, 803.77, 831.14, 916.73, 1269.18, 1612.09, 1722.5, 1952.73, 2461.91, 2370.09, 2574.55, 2835.82, 2958.55, 3195.91, 2614.55, 3052.55, 2419.11, 2427.33, 2251.65, 2128.35, 2312.18, 2122.56, 3043.67, 4234.07, 3349.69, 3249.25, 3735.82, 3959.78, 3640.86, 3602.57, 4708.83, 4952.0, 3142.25, 3695.75, 3124.25, 9149.67, 9083.0, 8550.0, 8282.0, 9619.0, 9514.0, 8678.0, 7486.0, 3897.0, 2344.0, 2039.0, 1741.0, 1553.0]",Blue,"[41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 39, 39, 37, 37, 36, 36, 35, 31, 29, 27, 24, 23, 20, 17, 14, 14, 13, 11, 10, 9, 8, 7, 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[500.0, 500.0, 513.64, 828.86, 1188.59, 1552.05, 1886.68, 2283.59, 2617.27, 2971.05, 3383.82, 3785.41, 4173.64, 4501.14, 4928.0, 5333.68, 5722.68, 6106.55, 6457.59, 6842.27, 7205.45, 7606.18, 7947.82, 8378.5, 8770.8, 9182.5, 9502.44, 9873.94, 10197.24, 10539.29, 10898.88, 11303.19, 11757.0, 12186.57, 12426.0, 12744.42, 13067.91, 13429.89, 13726.71, 14062.71, 14500.33, 14996.6, 15207.25, 15598.25, 15949.5, 17183.33, 16912.0, 17185.0, 17308.0, 17780.0, 18087.0, 18210.0, 18420.0, 18691.0, 18923.0, 19182.0, 19414.0, 19558.0]","[500.0, 500.0, 605.55, 971.23, 1316.55, 1617.91, 1956.59, 2251.27, 2572.0, 2903.59, 3202.27, 3549.18, 3905.0, 4243.64, 4663.36, 5051.68, 5409.36, 5723.09, 6131.32, 6467.45, 6825.36, 7157.82, 7454.32, 7812.23, 8087.6, 8452.8, 8710.06, 9013.5, 9235.59, 9585.06, 9900.35, 10217.5, 10658.8, 11135.93, 11362.38, 11705.08, 11935.27, 12424.11, 12703.0, 13100.29, 13467.83, 13776.0, 13956.75, 14360.75, 14692.75, 15746.67, 15410.0, 15675.0, 16041.0, 16482.0, 16712.0, 16881.0, 17079.0, 17396.0, 17739.0, 17992.0, 18161.0, 18357.0]","[500.0, 500.0, 556.91, 912.59, 1247.95, 1602.91, 1937.82, 2307.45, 2656.09, 3039.14, 3459.23, 3873.55, 4279.41, 4638.05, 5032.91, 5509.86, 5956.27, 6430.27, 6921.91, 7288.05, 7719.86, 8192.68, 8688.68, 9149.27, 9451.15, 9950.9, 10240.22, 10606.61, 11113.35, 11508.76, 11958.06, 12475.69, 12980.27, 13509.36, 13732.62, 14082.17, 14632.91, 14992.11, 15138.14, 15470.29, 15904.0, 16277.2, 16346.0, 16648.0, 17064.25, 18673.67, 17974.0, 18121.0, 18368.0, 18790.0, 18968.0, 19210.0, 19357.0, 19628.0, 19751.0, 20135.0, 20502.0, 20796.0]","[500.0, 500.0, 517.14, 842.05, 1208.55, 1563.0, 1898.95, 2284.09, 2666.36, 3009.73, 3438.5, 3817.68, 4236.23, 4669.41, 5194.23, 5629.86, 6070.86, 6550.86, 7054.73, 7428.73, 7938.91, 8405.36, 8836.36, 9402.91, 9586.05, 10151.0, 10535.06, 10996.06, 11483.53, 11918.0, 12442.35, 12784.56, 13399.2, 14043.93, 14565.38, 15119.08, 15723.45, 16200.78, 16440.14, 16995.57, 17667.17, 18198.8, 18793.25, 19490.25, 20124.25, 21399.67, 22663.0, 23717.0, 24237.0, 25041.0, 25706.0, 26348.0, 26937.0, 27223.0, 27809.0, 28039.0, 28306.0, 28584.0]","[500.0, 500.0, 507.45, 692.59, 913.73, 1109.82, 1295.68, 1497.82, 1712.0, 1917.41, 2145.86, 2364.95, 2629.86, 2904.05, 3194.23, 3498.77, 3767.09, 4062.41, 4417.5, 4655.41, 4940.27, 5221.55, 5485.64, 5798.55, 5936.25, 6245.15, 6554.39, 6797.44, 7022.88, 7294.18, 7625.0, 7894.81, 8301.27, 8663.0, 8952.0, 9145.25, 9446.36, 9928.89, 10274.71, 10618.29, 11089.67, 11201.4, 11653.0, 12029.25, 12409.25, 13234.0, 13655.0, 13838.0, 14056.0, 14529.0, 14726.0, 15035.0, 15268.0, 15602.0, 15933.0, 16170.0, 16446.0, 16722.0]"
FNC,2017,Summer,"[0.0, -26.89, -1.42, 71.16, 127.16, 145.53, 105.0, 100.42, 46.47, -1.89, 29.68, -100.53, 15.16, 282.16, 16.26, 38.0, -78.26, -119.16, -351.05, -158.32, -407.37, -484.21, -759.37, -1281.05, -1598.58, -2005.32, -1939.53, -2575.32, -2698.21, -3221.89, -4060.44, -2244.87, -1640.93, -1223.54, -1297.55, -1532.27, -2704.22, -2932.12, -2127.0, -1934.29, -1762.0, -143.17, 69.83, -2198.4, -773.0, -1475.0, 1058.67, -1150.0, -2920.5]",Red,"[41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 39, 39, 37, 37, 36, 36, 35, 31, 29, 27, 24, 23, 20, 17, 14, 14, 13, 11, 10, 9, 8, 7, 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[500.0, 501.32, 512.79, 803.58, 1137.68, 1474.84, 1795.16, 2141.37, 2507.32, 2841.95, 3200.58, 3585.89, 3899.47, 4244.63, 4666.79, 4994.95, 5397.21, 5801.63, 6144.53, 6542.47, 6950.26, 7382.11, 7746.42, 8232.32, 8680.42, 9137.37, 9485.84, 9930.95, 10339.89, 10798.74, 11233.5, 11621.93, 11974.71, 12232.15, 12650.09, 13087.09, 13530.56, 13955.0, 14503.86, 14788.14, 15208.0, 15354.5, 15651.0, 16516.0, 16524.0, 16955.0, 16858.0, 17668.5, 18014.5]","[500.0, 501.32, 602.68, 956.47, 1254.63, 1566.89, 1851.53, 2114.89, 2397.95, 2719.32, 3038.47, 3341.53, 3630.53, 3906.53, 4272.32, 4638.68, 4929.42, 5255.16, 5618.26, 5918.21, 6260.42, 6596.11, 6928.32, 7271.37, 7568.95, 7937.79, 8275.11, 8660.47, 8954.21, 9322.74, 9707.89, 9753.67, 10074.64, 10448.46, 10766.64, 11112.0, 11526.56, 12079.62, 12579.86, 12897.0, 13163.29, 13322.5, 13696.67, 14324.0, 14242.0, 14522.5, 14601.0, 15560.5, 16045.0]","[500.0, 501.84, 558.53, 875.79, 1207.58, 1588.21, 1899.42, 2294.89, 2645.79, 3027.21, 3416.58, 3822.32, 4172.47, 4533.0, 4957.79, 5381.05, 5761.95, 6246.89, 6665.21, 7040.32, 7544.05, 7913.47, 8313.68, 8797.53, 9269.89, 9769.74, 10178.0, 10740.47, 11196.42, 11671.47, 12205.06, 12371.33, 12635.71, 12977.85, 13304.64, 13635.73, 14077.89, 14754.5, 15278.14, 15720.29, 16215.43, 16420.5, 16647.5, 17585.2, 17910.25, 18574.25, 18183.0, 18483.0, 19223.0]","[500.0, 500.85, 557.66, 895.54, 1229.24, 1596.1, 1920.02, 2301.63, 2651.32, 3033.61, 3439.46, 3849.8, 4229.85, 4589.37, 4998.1, 5450.17, 5866.22, 6345.29, 6802.95, 7173.24, 7638.39, 8063.29, 8514.9, 8986.27, 9362.85, 9862.64, 10208.27, 10675.35, 11157.19, 11594.64, 12085.09, 12425.19, 12813.93, 13253.44, 13536.46, 13868.65, 14383.15, 14880.29, 15208.14, 15595.29, 16071.69, 16355.36, 16526.9, 17168.67, 17487.25, 18616.86, 18130.75, 18362.33, 18938.0, 18790.0, 18968.0, 19210.0, 19357.0, 19628.0, 19751.0, 20135.0, 20502.0, 20796.0]","[500.0, 501.89, 512.37, 691.37, 879.63, 1063.58, 1235.47, 1425.21, 1626.21, 1819.58, 2064.32, 2291.0, 2495.89, 2760.58, 3047.26, 3313.74, 3564.84, 3896.89, 4174.05, 4429.42, 4730.95, 4986.47, 5278.11, 5646.68, 5957.84, 6335.32, 6602.68, 6957.21, 7253.63, 7659.79, 8048.89, 8084.93, 8429.57, 8610.77, 8973.0, 9311.82, 9414.22, 9872.75, 9908.43, 10104.86, 10392.29, 10623.17, 10877.33, 11250.4, 11560.75, 11850.25, 11923.0, 12624.0, 13152.5]"
