Team,Year,Season,Side,Golddiff,Count,TopGold,JglGold,MidGold,BotGold,SuppGold
LCK,2015,Spring,Both,"[3.0, 3.38, -5.32, -21.15, 12.1, 5.68, -123.1, -21.85, -9.9, -46.68, 50.02, 103.18, 7.25, 215.62, 153.88, 151.93, 139.98, 58.58, 111.02, -23.98, -13.72, 8.05, 49.68, 2.5, 197.65, 128.45, -455.23, -532.28, -737.1, -803.97, -1237.5, -29.32, 85.12, 764.5, -708.96, -894.08, 14.26, -519.27, -1214.48, 79.44, -852.4, -1129.27, -1285.91, -2559.1, -2736.62, -3730.5, -2346.71, 340.0, 236.2, 3381.75, 3524.0, -498.0, -2584.5, -3643.5, 2291.0, 2403.0, 1426.0, 1449.0, 1769.0, 1951.0, 1333.0, 863.0, 2252.0, 4005.0, 3804.0, 4110.0, 4443.0, 4728.0, 4424.0, 4045.0, 5909.0, 7307.0]","[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 39, 39, 39, 39, 38, 34, 32, 30, 28, 26, 23, 22, 21, 18, 15, 11, 11, 10, 8, 8, 7, 6, 5, 4, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[475.0, 475.0, 539.67, 786.18, 1062.45, 1370.72, 1658.45, 1975.35, 2278.28, 2598.32, 2920.8, 3255.32, 3590.25, 3963.48, 4340.65, 4708.8, 5102.45, 5474.55, 5892.38, 6268.32, 6730.92, 7120.52, 7532.88, 7918.58, 8330.15, 8729.7, 9076.59, 9517.85, 9979.79, 10383.21, 10820.45, 11172.62, 11765.66, 12124.0, 12590.11, 12977.15, 13294.87, 13626.64, 14018.0, 14321.28, 14800.8, 14958.27, 15313.55, 15316.3, 15675.5, 15993.75, 16568.43, 17215.33, 18082.2, 18313.25, 17703.33, 18502.5, 19174.0, 19412.0, 18538.0, 18817.0, 18931.0, 19045.0, 19182.0, 19711.0, 19825.0, 19998.0, 20405.0, 20820.0, 20934.0, 21172.0, 21335.0, 21602.0, 21932.0, 22095.0, 22532.0, 23422.0]","[478.0, 478.0, 550.2, 872.12, 1141.97, 1378.1, 1654.3, 1922.42, 2215.0, 2472.62, 2774.85, 3049.05, 3312.2, 3602.4, 3887.12, 4201.55, 4482.12, 4748.9, 5014.92, 5334.28, 5665.28, 5952.1, 6231.7, 6515.1, 6794.1, 7036.82, 7292.95, 7588.97, 7942.77, 8266.21, 8596.58, 8729.0, 9176.44, 9478.83, 9807.0, 10053.27, 10217.57, 10508.64, 10764.14, 10750.06, 11060.6, 11123.18, 11306.18, 11326.0, 11778.25, 12019.12, 12440.29, 13101.83, 13312.2, 13983.25, 13964.67, 15903.0, 16104.5, 16274.5, 15626.0, 15740.0, 15965.0, 16216.0, 16385.0, 16549.0, 16708.0, 16842.0, 17223.0, 18229.0, 18560.0, 18752.0, 19101.0, 19265.0, 19379.0, 19566.0, 20135.0, 20873.0]","[475.0, 475.0, 536.12, 818.4, 1129.5, 1440.0, 1750.2, 2074.68, 2411.2, 2754.72, 3109.35, 3481.42, 3818.92, 4205.12, 4606.23, 5001.68, 5422.68, 5827.9, 6205.08, 6670.62, 7133.45, 7513.32, 7996.25, 8457.4, 8893.38, 9324.33, 9732.26, 10198.85, 10668.49, 11104.33, 11475.97, 11737.85, 12382.0, 12842.37, 13316.46, 13683.08, 13975.22, 14355.82, 14768.71, 14697.78, 14914.87, 15119.36, 15468.09, 15632.9, 16086.25, 16350.75, 16884.0, 17584.67, 17864.6, 18419.0, 18878.67, 20913.0, 21298.0, 21414.5, 21260.0, 21515.0, 21651.0, 22106.0, 22278.0, 22799.0, 22913.0, 23124.0, 23526.0, 24019.0, 24318.0, 24678.0, 25053.0, 25245.0, 25595.0, 25812.0, 26417.0, 26995.0]","[475.0, 475.0, 532.95, 807.9, 1138.8, 1436.82, 1745.52, 2071.95, 2371.05, 2698.65, 3060.05, 3422.4, 3803.88, 4235.18, 4663.12, 5038.58, 5390.55, 5793.02, 6177.45, 6560.42, 7025.6, 7454.0, 7852.1, 8295.48, 8792.2, 9176.75, 9578.26, 10065.54, 10571.08, 10992.41, 11425.76, 11658.12, 12318.12, 12674.3, 13152.89, 13544.85, 13801.3, 14204.64, 14595.14, 14876.11, 15449.33, 15520.64, 15859.73, 16430.0, 17210.25, 17647.12, 18185.29, 18904.83, 19139.2, 19123.0, 19615.0, 20413.0, 20688.5, 20781.0, 23076.0, 23467.0, 23704.0, 23986.0, 24590.0, 24858.0, 25368.0, 25547.0, 26611.0, 27284.0, 27504.0, 28041.0, 28799.0, 29419.0, 29799.0, 30401.0, 31402.0, 32218.0]","[515.0, 515.12, 581.45, 755.12, 916.35, 1077.05, 1243.62, 1427.48, 1602.42, 1789.82, 1995.8, 2170.1, 2389.5, 2600.7, 2820.12, 3038.55, 3230.52, 3422.88, 3638.48, 3856.05, 4120.62, 4321.48, 4576.1, 4792.15, 5054.8, 5256.28, 5440.44, 5691.56, 5992.59, 6246.49, 6505.61, 6612.79, 6988.62, 7263.3, 7541.14, 7737.04, 7832.26, 8058.86, 8282.19, 8275.56, 8452.4, 8354.45, 8539.64, 8628.3, 8772.12, 9036.12, 9243.14, 9658.5, 9797.8, 9812.25, 10213.67, 11324.5, 11672.0, 11777.5, 11019.0, 11302.0, 11440.0, 11619.0, 11794.0, 11940.0, 12126.0, 12288.0, 12667.0, 13114.0, 13249.0, 13490.0, 13703.0, 13931.0, 14066.0, 14303.0, 14863.0, 15157.0]"
LCK,2015,Spring,Blue,"[4.21, 4.47, 22.84, 48.58, 74.21, 19.95, -73.11, 126.63, 156.74, 158.95, 358.63, 479.05, 477.21, 957.68, 1219.11, 1434.0, 1366.89, 1395.68, 1462.37, 1368.84, 1744.79, 2015.68, 2105.11, 2378.53, 2865.26, 3004.21, 2297.0, 2603.5, 2913.67, 3192.78, 3122.41, 2706.5, 4870.13, 5688.21, 4897.62, 4536.08, 4158.09, 3443.5, 2529.0, 1673.25, 1022.43, -714.67, -1336.5, -4509.8, -2887.75, -5015.25, -3494.67, 4114.5, 6462.0, 6811.0, 6441.0, 7053.0, 5151.0, 3513.0, 2291.0, 2403.0, 1426.0, 1449.0, 1769.0, 1951.0, 1333.0, 863.0, 2252.0, 4005.0, 3804.0, 4110.0, 4443.0, 4728.0, 4424.0, 4045.0, 5909.0, 7307.0]","[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 39, 39, 39, 39, 38, 34, 32, 30, 28, 26, 23, 22, 21, 18, 15, 11, 11, 10, 8, 8, 7, 6, 5, 4, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[475.0, 475.0, 539.68, 794.53, 1087.79, 1389.21, 1684.11, 2002.63, 2308.37, 2615.42, 2939.63, 3279.74, 3637.05, 4042.63, 4396.37, 4745.0, 5117.16, 5476.74, 5858.95, 6195.74, 6683.37, 7062.05, 7468.68, 7840.42, 8263.16, 8612.53, 8868.39, 9266.06, 9777.11, 10122.94, 10514.12, 10883.88, 11458.4, 11869.86, 12110.31, 12467.08, 12889.27, 13083.2, 13459.22, 13879.12, 14182.29, 14427.83, 14734.83, 14352.6, 14445.25, 14592.0, 15077.33, 15783.5, 16994.0, 17307.0, 17421.0, 17931.0, 18045.0, 18424.0, 18538.0, 18817.0, 18931.0, 19045.0, 19182.0, 19711.0, 19825.0, 19998.0, 20405.0, 20820.0, 20934.0, 21172.0, 21335.0, 21602.0, 21932.0, 22095.0, 22532.0, 23422.0]","[479.21, 479.21, 547.21, 859.11, 1139.53, 1368.47, 1627.37, 1917.89, 2209.16, 2475.05, 2822.95, 3092.37, 3340.47, 3657.47, 3913.47, 4234.58, 4547.37, 4804.79, 5046.0, 5320.21, 5655.84, 5932.16, 6180.16, 6474.79, 6748.0, 6977.0, 7189.11, 7479.89, 7799.78, 8125.5, 8438.47, 8607.38, 9024.87, 9420.43, 9573.23, 9773.83, 10087.73, 10383.6, 10561.44, 10670.62, 11013.86, 11121.5, 11342.0, 11031.2, 11472.0, 11666.0, 12360.67, 13882.0, 14400.0, 14695.0, 14943.0, 15057.0, 15171.0, 15285.0, 15626.0, 15740.0, 15965.0, 16216.0, 16385.0, 16549.0, 16708.0, 16842.0, 17223.0, 18229.0, 18560.0, 18752.0, 19101.0, 19265.0, 19379.0, 19566.0, 20135.0, 20873.0]","[475.0, 475.0, 535.47, 817.63, 1134.26, 1449.68, 1749.84, 2086.32, 2416.26, 2767.16, 3121.21, 3506.26, 3834.53, 4250.21, 4655.37, 5040.79, 5489.89, 5872.89, 6255.37, 6710.89, 7179.32, 7571.53, 8059.05, 8523.0, 8994.68, 9457.16, 9855.5, 10319.67, 10832.72, 11243.22, 11458.06, 11891.69, 12609.93, 13171.14, 13478.77, 13742.83, 14124.18, 14428.4, 14642.0, 14848.62, 15190.0, 15419.5, 15837.67, 15858.0, 16112.5, 16278.5, 17174.67, 18304.5, 19488.0, 19791.0, 20103.0, 20259.0, 20403.0, 20517.0, 21260.0, 21515.0, 21651.0, 22106.0, 22278.0, 22799.0, 22913.0, 23124.0, 23526.0, 24019.0, 24318.0, 24678.0, 25053.0, 25245.0, 25595.0, 25812.0, 26417.0, 26995.0]","[475.0, 475.0, 531.95, 809.42, 1143.47, 1446.89, 1733.0, 2094.47, 2368.89, 2713.11, 3071.37, 3441.53, 3772.21, 4241.21, 4649.42, 5044.16, 5399.42, 5804.68, 6184.95, 6554.42, 7028.16, 7458.95, 7852.68, 8296.05, 8853.0, 9206.79, 9504.67, 10001.5, 10493.83, 10888.72, 11222.12, 11594.81, 12289.07, 12783.57, 13036.31, 13519.5, 13838.64, 14209.6, 14458.44, 14939.5, 15363.43, 15679.83, 16024.83, 16694.4, 17652.5, 18040.5, 18723.33, 20185.0, 20688.0, 21006.0, 21534.0, 22129.0, 22243.0, 22357.0, 23076.0, 23467.0, 23704.0, 23986.0, 24590.0, 24858.0, 25368.0, 25547.0, 26611.0, 27284.0, 27504.0, 28041.0, 28799.0, 29419.0, 29799.0, 30401.0, 31402.0, 32218.0]","[515.0, 515.26, 580.89, 751.11, 918.79, 1080.21, 1239.53, 1418.47, 1589.89, 1781.32, 1987.63, 2152.74, 2360.16, 2602.26, 2826.0, 3052.84, 3248.53, 3440.05, 3675.32, 3890.05, 4160.0, 4381.63, 4659.63, 4872.95, 5172.05, 5361.58, 5467.72, 5700.22, 6008.11, 6266.44, 6485.88, 6680.31, 7071.8, 7449.43, 7586.38, 7762.42, 7941.18, 8105.1, 8235.0, 8321.62, 8489.43, 8588.0, 8789.0, 8738.8, 8745.75, 8970.5, 9245.33, 10012.0, 10002.0, 10281.0, 10440.0, 10605.0, 10746.0, 10884.0, 11019.0, 11302.0, 11440.0, 11619.0, 11794.0, 11940.0, 12126.0, 12288.0, 12667.0, 13114.0, 13249.0, 13490.0, 13703.0, 13931.0, 14066.0, 14303.0, 14863.0, 15157.0]"
LCK,2015,Spring,Red,"[1.9, 2.38, -30.81, -84.24, -44.1, -7.24, -168.33, -156.19, -160.67, -232.71, -229.19, -236.9, -417.95, -455.76, -809.9, -1008.05, -970.1, -1151.19, -1111.62, -1284.14, -1604.76, -1808.38, -1810.0, -2147.24, -2215.9, -2473.43, -2814.29, -3220.1, -3866.33, -4229.76, -4766.95, -2461.17, -4136.94, -3543.75, -5568.0, -5548.5, -3784.25, -3821.58, -4022.08, -1195.6, -2492.88, -1626.8, -1225.2, -608.4, -2585.5, -2445.75, -1485.75, -1547.25, -1320.25, 2238.67, 2065.5, -8049.0, -10320.0, -10800.0]","[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 39, 39, 39, 39, 38, 34, 32, 30, 28, 26, 23, 22, 21, 18, 15, 11, 11, 10, 8, 8, 7, 6, 5, 4, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[475.0, 475.0, 539.67, 778.62, 1039.52, 1354.0, 1635.24, 1950.67, 2251.05, 2582.86, 2903.76, 3233.24, 3547.9, 3891.86, 4290.24, 4676.05, 5089.14, 5472.57, 5922.62, 6334.0, 6773.95, 7173.43, 7590.95, 7989.29, 8390.76, 8835.71, 9255.05, 9733.67, 10153.52, 10606.29, 11068.43, 11429.28, 12036.76, 12346.38, 13005.93, 13414.36, 13666.67, 14079.5, 14437.08, 14675.0, 15342.0, 15594.8, 16008.0, 16280.0, 16905.75, 17395.5, 17686.75, 17931.25, 18354.25, 18648.67, 17844.5, 19074.0, 20303.0, 20400.0]","[476.9, 476.9, 552.9, 883.9, 1144.19, 1386.81, 1678.67, 1926.52, 2220.29, 2470.43, 2731.33, 3009.86, 3286.62, 3552.57, 3863.29, 4171.67, 4423.1, 4698.33, 4986.81, 5347.0, 5673.81, 5970.14, 6278.33, 6551.57, 6835.81, 7090.95, 7381.95, 7682.48, 8065.33, 8386.81, 8724.57, 8837.11, 9310.18, 9529.94, 10009.6, 10292.79, 10336.58, 10612.83, 10916.17, 10813.6, 11101.5, 11125.2, 11263.2, 11620.8, 12084.5, 12372.25, 12500.0, 12711.75, 13040.25, 13746.0, 13475.5, 16749.0, 17038.0, 17264.0]","[475.0, 475.0, 536.71, 819.1, 1125.19, 1431.24, 1750.52, 2064.14, 2406.62, 2743.48, 3098.62, 3458.95, 3804.81, 4164.33, 4561.76, 4966.29, 5361.86, 5787.19, 6159.57, 6634.19, 7091.95, 7460.67, 7939.43, 8398.05, 8801.71, 9204.14, 9626.62, 10095.29, 10527.71, 10985.29, 11490.48, 11601.11, 12180.88, 12554.69, 13175.8, 13631.86, 13838.67, 14295.33, 14863.75, 14577.1, 14674.12, 14759.2, 15024.6, 15407.8, 16060.0, 16423.0, 16666.0, 17224.75, 17458.75, 17961.67, 18266.5, 21567.0, 22193.0, 22312.0]","[475.0, 475.0, 536.12, 818.4, 1129.5, 1440.0, 1750.2, 2074.68, 2411.2, 2754.72, 3109.35, 3481.42, 3818.92, 4205.12, 4606.23, 5001.68, 5422.68, 5827.9, 6205.08, 6670.62, 7133.45, 7513.32, 7996.25, 8457.4, 8893.38, 9324.33, 9732.26, 10198.85, 10668.49, 11104.33, 11475.97, 11737.85, 12382.0, 12842.37, 13316.46, 13683.08, 13975.22, 14355.82, 14768.71, 14697.78, 14914.87, 15119.36, 15468.09, 15632.9, 16086.25, 16350.75, 16884.0, 17584.67, 17864.6, 18419.0, 18878.67, 20913.0, 21298.0, 21414.5, 21260.0, 21515.0, 21651.0, 22106.0, 22278.0, 22799.0, 22913.0, 23124.0, 23526.0, 24019.0, 24318.0, 24678.0, 25053.0, 25245.0, 25595.0, 25812.0, 26417.0, 26995.0]","[515.0, 515.0, 581.95, 758.76, 914.14, 1074.19, 1247.33, 1435.62, 1613.76, 1797.52, 2003.19, 2185.81, 2416.05, 2599.29, 2814.81, 3025.62, 3214.24, 3407.33, 3605.14, 3825.29, 4085.0, 4267.05, 4500.52, 4719.05, 4948.71, 5161.0, 5417.05, 5684.14, 5979.29, 6229.38, 6521.57, 6552.78, 6915.24, 7100.44, 7501.93, 7715.29, 7732.42, 8020.33, 8317.58, 8238.7, 8420.0, 8074.2, 8240.4, 8517.8, 8798.5, 9101.75, 9241.5, 9481.75, 9746.75, 9656.0, 10100.5, 12044.0, 12598.0, 12671.0]"
LCK,2015,Summer,Both,"[-0.91, -2.14, 17.39, 29.64, 43.39, -49.7, -82.77, -31.61, -42.48, -11.09, -90.66, -232.55, -113.7, -82.39, -89.64, 46.02, 8.07, -156.61, -38.34, -72.07, -69.59, -113.41, 68.16, 541.95, 706.14, 745.49, 900.07, 883.56, 1127.32, 1012.32, 1367.89, 1275.05, 1007.82, 551.32, -432.28, -985.46, -1868.1, -1710.71, -2074.19, -2145.0, -2116.64, -1622.36, -6312.71, -4900.67, -6524.8, -7575.75, -6061.0, -6609.67, -3203.5, -2698.5, -1881.0, -1319.5, -1104.0, -1583.5, -1765.5, -2186.0, 11609.0, 12620.0]","[44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 43, 43, 43, 41, 41, 41, 40, 38, 37, 34, 31, 29, 24, 20, 17, 16, 16, 14, 11, 7, 6, 5, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]","[475.0, 475.0, 537.61, 799.27, 1106.5, 1429.7, 1735.18, 2083.41, 2412.86, 2759.55, 3098.89, 3432.34, 3783.3, 4192.75, 4552.89, 4917.41, 5327.66, 5766.86, 6145.43, 6566.86, 7068.02, 7470.82, 7896.2, 8265.51, 8691.21, 9128.63, 9540.56, 10023.9, 10435.02, 10839.1, 11233.55, 11697.59, 12015.0, 12375.45, 12846.34, 13086.5, 13504.05, 13840.71, 14320.94, 14780.12, 15311.71, 15838.18, 16465.43, 17536.33, 17889.8, 18642.0, 18648.67, 19094.0, 19106.5, 19545.5, 19782.0, 20213.5, 20869.5, 21357.5, 21742.5, 22045.0, 23860.0, 24115.0]","[475.91, 476.14, 546.41, 849.39, 1138.34, 1430.23, 1721.86, 1995.48, 2270.27, 2573.89, 2861.25, 3169.86, 3453.52, 3768.07, 4067.64, 4396.8, 4729.27, 5068.14, 5393.32, 5690.73, 6037.36, 6333.14, 6662.45, 6918.86, 7255.33, 7584.4, 7789.8, 8135.51, 8403.66, 8690.7, 8935.29, 9229.3, 9399.15, 9628.32, 9928.59, 10141.46, 10219.15, 10522.71, 10806.0, 11114.0, 11359.0, 11549.73, 11568.43, 12045.5, 12184.8, 12816.0, 12899.33, 13149.67, 13299.0, 13438.0, 13954.5, 14143.0, 14272.0, 14459.0, 14697.0, 14949.0, 15291.0, 15541.0]","[475.0, 475.0, 545.5, 833.0, 1144.02, 1462.55, 1765.8, 2122.32, 2456.61, 2822.5, 3183.59, 3548.07, 3931.27, 4311.91, 4726.27, 5136.8, 5627.0, 6065.23, 6505.86, 6975.43, 7454.25, 7852.55, 8308.45, 8782.74, 9273.33, 9719.44, 10094.9, 10585.34, 11049.63, 11485.58, 11790.53, 12229.38, 12541.88, 12872.32, 13283.14, 13567.71, 14037.7, 14536.53, 15002.19, 15520.75, 15905.93, 16382.82, 16370.14, 17087.67, 17224.4, 17812.25, 17507.33, 18067.33, 18586.0, 19293.0, 19532.5, 19949.5, 20503.5, 20931.0, 21695.5, 22005.5, 22506.0, 22962.0]","[475.0, 475.0, 542.77, 822.89, 1156.11, 1486.66, 1793.5, 2130.52, 2430.48, 2767.25, 3118.25, 3461.89, 3764.07, 4150.43, 4475.61, 4838.45, 5289.5, 5699.43, 6116.8, 6518.02, 6964.36, 7381.23, 7867.34, 8221.98, 8656.14, 9084.7, 9455.24, 9937.29, 10356.54, 10756.25, 11216.42, 11628.14, 12016.82, 12431.55, 12821.93, 13207.54, 13378.6, 13524.59, 14031.0, 14454.25, 14930.5, 15351.0, 14947.86, 15528.0, 15919.4, 16654.5, 16364.67, 17068.0, 16269.0, 16654.0, 17192.0, 17519.5, 17830.5, 18356.0, 18726.0, 19192.0, 18429.0, 19059.0]","[515.0, 515.52, 581.82, 741.25, 925.2, 1110.07, 1276.05, 1461.39, 1631.23, 1823.64, 2003.91, 2190.59, 2373.64, 2602.57, 2788.09, 3008.34, 3265.91, 3497.09, 3744.48, 3977.41, 4244.34, 4463.27, 4767.25, 4969.84, 5236.0, 5485.79, 5728.27, 6025.39, 6290.37, 6538.85, 6723.34, 6998.32, 7224.5, 7452.42, 7709.93, 7902.21, 7910.05, 8071.47, 8307.31, 8564.31, 8799.43, 8955.91, 8992.14, 9309.0, 9879.2, 10251.75, 10401.0, 10766.33, 10294.5, 10613.5, 10844.0, 11083.5, 11253.0, 11425.0, 11727.0, 11950.5, 12166.0, 12514.0]"
LCK,2015,Summer,Blue,"[0.0, -1.35, 55.48, 138.87, 176.26, 247.83, 252.13, 420.78, 436.26, 600.22, 528.43, 581.43, 679.96, 890.0, 954.3, 1270.74, 1544.57, 1702.57, 2035.04, 2277.61, 2744.13, 2983.04, 3650.52, 3969.52, 4459.61, 4999.83, 4935.77, 5523.59, 6061.68, 6297.05, 6469.35, 6829.63, 6174.41, 5489.87, 5165.15, 4373.73, 2550.56, 1544.62, 1377.57, 1998.43, 2254.71, 3078.67, -4191.67, 1156.0, -805.5, 3629.0, 3690.0, 4199.0, 4163.0, 5556.0, 6969.0, 6446.0, 6940.0, 7173.0, 7929.0, 8371.0, 11609.0, 12620.0]","[44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 43, 43, 43, 41, 41, 41, 40, 38, 37, 34, 31, 29, 24, 20, 17, 16, 16, 14, 11, 7, 6, 5, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]","[475.0, 475.0, 538.22, 792.26, 1103.26, 1415.22, 1689.48, 2043.57, 2379.35, 2731.57, 3037.74, 3341.35, 3721.35, 4148.65, 4488.57, 4834.09, 5253.91, 5689.78, 6074.39, 6508.61, 6964.0, 7349.7, 7797.04, 8228.39, 8658.26, 9082.87, 9559.68, 10044.41, 10489.64, 10904.81, 11293.45, 11784.74, 12088.65, 12318.33, 12795.85, 13001.64, 13417.56, 13461.5, 13840.0, 14262.57, 14629.29, 15195.83, 15135.67, 16921.5, 17155.5, 18633.0, 19047.0, 19691.0, 19819.0, 20533.0, 20801.0, 21291.0, 22261.0, 22402.0, 22771.0, 23205.0, 23860.0, 24115.0]","[475.0, 475.0, 539.13, 837.35, 1141.48, 1398.52, 1691.96, 1987.3, 2263.26, 2558.13, 2816.78, 3103.61, 3413.04, 3724.39, 4034.43, 4349.57, 4655.35, 4999.57, 5329.26, 5614.78, 5957.35, 6257.39, 6584.17, 6871.22, 7180.09, 7500.04, 7698.41, 8072.68, 8355.59, 8606.81, 8844.0, 9155.11, 9325.59, 9520.6, 9728.62, 9835.73, 9946.33, 10280.88, 10548.57, 10810.29, 11040.43, 11378.33, 10699.33, 11253.0, 11445.5, 11896.0, 12432.0, 12636.0, 12850.0, 12964.0, 13763.0, 14026.0, 14140.0, 14309.0, 14498.0, 14696.0, 15291.0, 15541.0]","[475.0, 475.0, 553.91, 834.52, 1153.3, 1464.74, 1780.78, 2142.57, 2470.96, 2858.74, 3245.35, 3574.74, 3964.04, 4351.57, 4740.78, 5162.57, 5645.61, 6026.48, 6485.83, 6941.26, 7430.74, 7838.74, 8337.04, 8807.52, 9297.7, 9711.48, 10058.59, 10523.41, 11071.14, 11553.76, 11969.35, 12376.37, 12770.65, 13087.53, 13440.0, 13664.55, 14005.22, 14499.12, 14873.57, 15394.43, 15833.29, 16085.33, 15440.33, 16289.0, 16534.5, 16682.0, 17327.0, 17706.0, 17900.0, 18421.0, 18535.0, 19187.0, 20060.0, 20552.0, 21117.0, 21409.0, 22506.0, 22962.0]","[475.0, 475.0, 551.74, 840.91, 1166.26, 1499.61, 1797.91, 2146.43, 2423.83, 2747.13, 3097.91, 3431.91, 3758.96, 4152.83, 4466.04, 4871.0, 5308.13, 5703.0, 6110.57, 6532.35, 6987.57, 7398.3, 7861.13, 8248.78, 8658.43, 9080.17, 9437.23, 9948.86, 10403.77, 10779.33, 11277.45, 11713.11, 12148.0, 12577.07, 12966.23, 13233.09, 13293.67, 13364.75, 13887.71, 14318.29, 14767.43, 15197.33, 13814.33, 13986.0, 14163.0, 13853.0, 14375.0, 14656.0, 15070.0, 15676.0, 16262.0, 16604.0, 16811.0, 17084.0, 17401.0, 17634.0, 18429.0, 19059.0]","[515.0, 515.0, 583.04, 743.96, 930.78, 1104.04, 1270.43, 1469.04, 1633.39, 1831.22, 2020.0, 2194.7, 2387.7, 2630.13, 2814.91, 3035.3, 3280.0, 3507.13, 3768.65, 4003.13, 4245.48, 4455.83, 4768.3, 4983.17, 5244.48, 5484.39, 5723.73, 6022.41, 6308.64, 6554.71, 6740.05, 7015.53, 7286.12, 7491.67, 7689.85, 7825.45, 7732.67, 8002.62, 8130.29, 8359.86, 8644.0, 8822.67, 8469.33, 8781.5, 8968.0, 8751.0, 9174.0, 9307.0, 9545.0, 9968.0, 10247.0, 10554.0, 10758.0, 10959.0, 11218.0, 11446.0, 12166.0, 12514.0]"
